"drink_id","language","priority","drink_name","alcoholic","cocktail_or_not","category","base","place","company","cocktailType","glass","taste","color","alcohol_percentage","method_category","method_detail","image","ingredient1","ingredient2","ingredient3","ingredient4","ingredient5","ingredient6","ingredient7","ingredient8","ingredient9","ingredient10","measure1","measure2","measure3","measure4","measure5","measure6","measure7","measure8","measure9","measure10","source","reference_url","date_modified"
"1225","en","TRUE","Mozart ice cream","Alcohol","TRUE","Cocktail","liqueur","","","long","Saucer type champagne glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","","Serve ice cream in a large champagne glass and pour Mozart liqueur from the top. Add a spoon.","https://www.suntory.co.jp/wnb/img/cocktail/p_mozart_ice_cream.gif","Mozart chocolate cream","ice cream","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mozart_ice_cream/index.html","2018/10/11 15:06"
"1235","en","TRUE","Mozart Chocolate Frappe","Alcohol","TRUE","Cocktail","liqueur","","","long","goblet","Sweet mouth","White","usually","blend","Pour the ingredients into a mixer and pour into a snow-style glass with sugar and vanilla powder. Decorate the vinaira pod.","https://www.suntory.co.jp/wnb/img/cocktail/p_mozart_chocolate_frappe.gif","Mozart White","ice cream","milk","","","","","","","","40 ml","Reasonable amount","120 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mozart_chocolate_frappe/index.html","2018/10/11 15:06"
"1245","en","TRUE","Yogurato ginger","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","White","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_yogurito_ginger.gif","Yogurito yogurt liqueur","Ginger ale","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yogurito_ginger/index.html","2018/10/11 15:06"
"1255","en","TRUE","Yogreen soda","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","White","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_yogurito_soda.gif","Yogurito yogurt liqueur","soda","","","","","","","","","1/3","2/3","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yogurito_soda/index.html","2018/10/11 15:06"
"1265","en","TRUE","Yogreen Pine","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Orange","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_yogurito_pineapple.gif","Yogurito yogurt liqueur","Pineapple juice","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yogurito_pineapple/index.html","2018/10/11 15:06"
"1275","en","TRUE","Yogurato milk","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Sweet mouth","White","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_yogurito_milk.gif","Yogurito yogurt liqueur","milk","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yogurito_milk/index.html","2018/10/11 15:06"
"1285","en","TRUE","Rouge apple ginger","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_apple_ginger.gif","Ruge Green Apple","Ginger ale","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_ginger/index.html","2018/10/11 15:06"
"1295","en","TRUE","Ruge Cassis Oolong","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir. Decorate lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_oolong.gif","Ruge Cream de Cassis","Oolong Tea","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_oolong/index.html","2018/10/11 15:06"
"1305","en","TRUE","Rugen Cassis Colada","Alcohol","TRUE","Cocktail","liqueur","","","long","goblet","Sweet mouth","purple","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_colada.gif","Malibu (coconut liqueur)","Ruge Cream de Cassis","Pineapple juice","milk","","","","","","","45 ml","10 ml","45 ml","45 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_colada/index.html","2018/10/11 15:06"
"1315","en","TRUE","Ruge Quartet Soda","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Red","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_quartet_soda.gif","Ruge Cream de Quartet","soda","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/quartet_soda/index.html","2018/10/11 15:06"
"1325","en","TRUE","Ruge Strawberry Colada","Alcohol","TRUE","Cocktail","liqueur","","","long","goblet","Sweet mouth","pink","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_strawberry_colada.gif","Malibu (coconut liqueur)","Ruge Cream de Strawberry","Pineapple juice","milk","","","","","","","45 ml","10 ml","45 ml","45 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/strawberry_colada/index.html","2018/10/11 15:06"
"1335","en","TRUE","Ruge Flambooise Grapefruit","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","pink","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_framboise_grapefruit.gif","Ruge Cream de Franboise","Grapefruit juice","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/framboise_grapefruit/index.html","2018/10/11 15:06"
"1345","en","TRUE","Rouge Peche Royale","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Sweet mouth","Orange","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_peche_royal.gif","sparkling wine","Peach liqueur","","","","","","","","","2/3","1/3","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/peche_royal/index.html","2018/10/11 15:06"
"1355","en","TRUE","Red Lion","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_red_lion.gif","gin","Orange Curacao","Orange juice","Fresh lemon juice","","","","","","","1/3","1/3","1/6","1/6","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/red_lion/index.html","2018/10/11 15:06"
"1365","en","TRUE","Royal Quartet","Alcohol","TRUE","Cocktail","liqueur","","","long","Saucer type champagne glass","Medium sweet mouth","Red","usually","shake","Pour chilled champagne into the glass. Shake the ingredients other than champagne and pour it into the glass and lightly steer. Decorate the red cherry, pineapple, mint leaves on the edge of the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_royal_quartet.gif","Ruge Cream de Quartet","Courvoisier VSOP Rouge","Suntory Cocktail Lemon","Champagne","","","","","","","20 ml","10 ml","1 tsp","80 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/royal_quartet/index.html","2018/10/11 15:06"
"1375","en","TRUE","Long Island Ice Tea","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif","gin","vodka","Bulgar Extra Dry","Tequila Thousand Silver","White Curacao (Triple Sek)","Fresh lemon juice","Cola","","","","15 ml","15 ml","15 ml","15 ml","15 ml","30 ml","40 ml","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html","2018/10/11 15:06"
"1385","en","TRUE","Apple chocolat","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Steer","Pour into ice glass and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_apple_chocolat.gif","Mozart Black","Apple juice","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_chocolat/index.html","2018/10/11 15:06"
"1395","en","TRUE","Allenne ~ Wind River","Alcohol","TRUE","Cocktail","liqueur","","","long","Sour glasses","Medium sweet mouth","Green","Weak (less than 8 degrees)","shake","Shake outside the Orangina and pour into crushed ice cream. Fill it with rasena and lightly steer. Decorate lime skin, orange peel, grapefruit peel and add straw. Watch a video of the demonstration","https://www.suntory.co.jp/wnb/img/cocktail/p_haleine.gif","Midori","Muscat liqueur de France Mistya","Calvados Blur Grand Sorage","Fresh lemon juice","Orangina","","","","","","30 ml","10 ml","10 ml","10 ml","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/haleine/index.html","2018/10/11 15:06"
"1405","en","TRUE","Eldor","Alcohol","TRUE","Cocktail","liqueur","","","long","wine glass","Medium sweet mouth","Orange","usually","shake","Shake the other than Orangina French sparkling and pour into ice glass. Filled with Orangina French sparkling, decorate yellow cherry, orange peel, gold powder, silver powder. Watch a video of the demonstration","https://www.suntory.co.jp/wnb/img/cocktail/p_aile_dore.gif","Peach liqueur","Japanese Craft Jin ROKU (六)","Ruge Cream apricot","Fresh lemon juice","Orangina French sparkling","","","","","","20 ml","20 ml","10 ml","10 ml","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aile_dore/index.html","2018/10/11 15:06"
"1415","en","TRUE","Cassis chocolat Concinamon","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour Mozart and Rouge into a glass with ice and pour form milk. Sprinkle cinnamon powder.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_chocolat_con_cinamon.gif","Mozart Black","Ruge Cream de Cassis","milk","Cinnamon powder","","","","","","","30 ml","15 ml","105 ml","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_chocolat_con_cinamon/index.html","2018/10/11 15:06"
"1425","en","TRUE","Citrus chocolat","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Steer","Pour into ice glass and lightly steer. Add a narrow cut orange.","https://www.suntory.co.jp/wnb/img/cocktail/p_citrus_chocolat.gif","Mozart Black","Ginger ale","Orange","","","","","","","","30 ml","90 ml","1/8 pieces","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/citrus_chocolat/index.html","2018/10/11 15:06"
"1435","en","TRUE","Tsuyoshian (Suiyo)","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium sweet mouth","Green","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass. Lime skins, pineapple leaves, raisin branches.","https://www.suntory.co.jp/wnb/img/cocktail/p_suikyoan.gif","Midori","Hibiki 12 years","Ruge Cream apricot","Fresh lime juice","","","","","","","30 ml","15 ml","15 ml","5 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/suikyoan/index.html","2018/10/11 15:06"
"1445","en","TRUE","Blackberry Chocolate Kalua","Alcohol","TRUE","Cocktail","liqueur","","","long","wine glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Steer","Pour into ice glass and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_blackberry_choco_kahlua.gif","Mozart Black","Kalua coffee liqueur","Cranberry juice","","","","","","","","30 ml","15 ml","105 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blackberry_choco_kahlua/index.html","2018/10/11 15:06"
"1455","en","TRUE","Prussian Blossom","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","pink","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass. Decorate grape leather and lime skins on the edge of the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_prucian_blossom.gif","Plum liqueur de France Persia","gin","Yogurato Strawberry Yogurt Liqueur","Fresh grapefruit juice","","","","","","","30 ml","20 ml","10 ml","10 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/prucian_blossom/index.html","2018/10/11 15:06"
"1465","en","TRUE","Mozart Cafe Mocha","Alcohol","TRUE","Cocktail","liqueur","","","long","Cocktail glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_mozart_cafemocha.gif","Mozart chocolate cream","Hot coffee","milk","","","","","","","","30 ml","90 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mozart_cafemocha/index.html","2018/10/11 15:06"
"1475","en","TRUE","Mozart Chocolate Milk","Alcohol","TRUE","Cocktail","liqueur","","","long","Cocktail glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_mozart_chocolat_milk.gif","Mozart chocolate cream","milk","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mozart_chocolat_milk/index.html","2018/10/11 15:06"
"1485","en","TRUE","Ruge chocolatlet","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Sweet mouth","Brown (amber)","usually","shake","Shake and pour into a cocktail glass. Cookies, chocolate, alasan float.","https://www.suntory.co.jp/wnb/img/cocktail/p_lejay_chocolatre.gif","(Missing number)","Mozart R. G.","Bowmore 12 years (single malt whiskey)","Fresh cream","rock salt","","","","","","25 ml","15 ml","10 ml","10 ml","A small amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/lejay_chocolatre/index.html","2018/10/11 15:06"
"16","en","TRUE","Apple plan","Alcohol","TRUE","Cocktail","wine","","","long","wine glass","Sweet mouth","Transparent","usually","Build","Pour the chilled ingredients into the wine glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_apple_blanc.gif","Ruge Green Apple","White wine","","","","","","","","","4/5","1/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_blanc/index.html","2018/10/11 15:06"
"26","en","TRUE","Cardinal","Alcohol","TRUE","Cocktail","wine","","","long","wine glass","Sweet mouth","Red","usually","Build","Pour the chilled ingredients into the wine glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_cardinal.gif","Red wine","Ruge Cream de Cassis","","","","","","","","","4/5","1/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cardinal/index.html","2018/10/11 15:06"
"36","en","TRUE","keel","Alcohol","TRUE","Cocktail","wine","","","long","wine glass","Medium sweet mouth","Red","usually","Build","Pour the chilled ingredients into the wine glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kir.gif","White wine","Ruge Cream de Cassis","","","","","","","","","4/5","1/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kir/index.html","2018/10/11 15:06"
"46","en","TRUE","Splitzer","Alcohol","TRUE","Cocktail","wine","","","long","wine glass","Medium sweet mouth","Transparent","Weak (less than 8 degrees)","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_spritzer.gif","White wine","soda","","","","","","","","","3/5","2/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/spritzer/index.html","2018/10/11 15:06"
"56","en","TRUE","Rouge Blueberry Splitzer","Alcohol","TRUE","Cocktail","wine","","","long","Flute type champagne glass","Sweet mouth","purple","usually","Build","Pour into a flavored champagne glass with ice and gently stir. Squeeze the lemon peel and drop it into the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_blueberry_splitzer.gif","White wine","Ruge Creamed Blueberries","soda","","","","","","","","45 ml","30 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blueberry_splitzer/index.html","2018/10/11 15:06"
"66","en","TRUE","Wine cooler","Alcohol","TRUE","Cocktail","wine","","","long","wine glass","Medium sweet mouth","Red","usually","Build","Pour into a glass filled with crushed ice and mix gently. Decorate orange and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_wine_cooler.gif","rosé wine","Orange juice","Grenadin syrup","White Curacao (Triple Sek)","","","","","","","90 ml","30 ml","15 ml","10 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/wine_cooler/index.html","2018/10/11 15:06"
"17","en","TRUE","Red eye","Alcohol","TRUE","Cocktail","beer","","","long","tumbler","spicy","Red","Weak (less than 8 degrees)","Build","Pour well chilled tomato juice into the glass, pour a beer and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_red_eye.gif","beer","tomato juice","","","","","","","","","1/2","1/2","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/red_eye/index.html","2018/10/11 15:06"
"27","en","TRUE","Chanddeiger","Alcohol","TRUE","Cocktail","beer","","","long","Pilsner","Medium sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Keep the material cool. Pour the beer into the glass and fill it with ginger ale.","https://www.suntory.co.jp/wnb/img/cocktail/p_shandy_gaff.gif","beer","Ginger ale","","","","","","","","","1/2","1/2","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/shandy_gaff/index.html","2018/10/11 15:06"
"37","en","TRUE","Panache","Alcohol","TRUE","Cocktail","beer","","","long","Pilsner","Medium sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Keep the material cool. Pour the beer into the glass and fill it with lemonade.","https://www.suntory.co.jp/wnb/img/cocktail/p_panache.gif","beer","CC lemon","","","","","","","","","1/2","1/2","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/panache/index.html","2018/10/11 15:06"
"47","en","TRUE","Black velvet","Alcohol","TRUE","Cocktail","beer","","","short","Pilsner","Medium sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour the chilled ingredients gently in the order listed, and stir very lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_black_velvet.gif","Black Beer","Champagne","","","","","","","","","1/2","1/2","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/black_velvet/index.html","2018/10/11 15:06"
"18","en","TRUE","Irish coffee","Alcohol","TRUE","Cocktail","whisky","","","long","wine glass","Sweet mouth","Brown (amber)","usually","Build","Put sugar in a warm glass. Pour hot coffee, put whiskey and float cream.","https://www.suntory.co.jp/wnb/img/cocktail/p_irish_coffee.gif","Tullamore Dew (Irish whiskey)","sugar","Hot coffee","Fresh cream","","","","","","","30 ml","1 tsp.","Reasonable amount","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/irish_coffee/index.html","2018/10/11 15:06"
"28","en","TRUE","Alpone","Alcohol","TRUE","Cocktail","whisky","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass. Decorate a vegetable · lime peel · black olive with a picture of Borsalino (hat).","https://www.suntory.co.jp/wnb/img/cocktail/p_al_capone.gif","Tennessee Whiskey","Cranberry liqueur","Disarrono Amaretto","Fresh lime juice","","","","","","","30 ml","15 ml","15 ml","1 tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/al_capone/index.html","2018/10/11 15:06"
"38","en","TRUE","Whiskey crush","Alcohol","TRUE","Cocktail","whisky","","","long","Pilsner","spicy","Brown (amber)","usually","Build","Pour into a small jug filled with crushed ice and gently stir. Squeeze lemon and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_whisky_crush.gif","Ballantyne finest (Scotch whiskey)","soda","","","","","","","","","60 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/whisky_crush/index.html","2018/10/11 15:06"
"48","en","TRUE","Whiskey soda","Alcohol","TRUE","Cocktail","whisky","","","long","tumbler","spicy","Brown (amber)","usually","Build","Pour whiskey into a tumbler with ice and stir thoroughly. Add plenty of melted ice. Pour cold soda and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_whisky_soda.gif","Ballantyne finest (Scotch whiskey)","soda","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/whisky_soda/index.html","2018/10/11 15:06"
"58","en","TRUE","Whiskey float","Alcohol","TRUE","Cocktail","whisky","","","long","tumbler","spicy","Brown (amber)","Strong (more than 25 degrees)","Build","Pour mineral water into the tumbler with ice. Quietly float the whiskey from above.","https://www.suntory.co.jp/wnb/img/cocktail/p_whisky_float.gif","Ballantyne finest (Scotch whiskey)","Mineral water","","","","","","","","","40 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/whisky_float/index.html","2018/10/11 15:06"
"68","en","TRUE","Old fashioned","Alcohol","TRUE","Cocktail","whisky","","","long","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Put cubic sugar in rock and glass and sprinkle with Bitters. Add ice and pour whiskey. Orange, lemon · peel, red cherry and decorate, add a muddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_old_fashioned.gif","Maker's Mark (Premium Bourbon)","Cube sugar","Aromatic Bidders","","","","","","","","45 ml","1 piece","1 dash","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/old_fashioned/index.html","2018/10/11 15:06"
"78","en","TRUE","Cotton Flower","Alcohol","TRUE","Cocktail","whisky","","","short","Cocktail glass","Medium sweet mouth","Orange","Strong (more than 25 degrees)","shake","Shake and decorate a red cherry with a mint leaf on the edge of the glass that pours into a cocktail glass","https://www.suntory.co.jp/wnb/img/cocktail/p_cotton_flower.gif","Tennessee Whiskey","Disarrono Amaretto","White Curacao (Triple Sek)","Orange juice","Grenadin syrup","","","","","","20 ml","10 ml","10 ml","15 ml","5 ml","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cotton_flower/index.html","2018/10/11 15:06"
"88","en","TRUE","Godfather","Alcohol","TRUE","Cocktail","whisky","","","long","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_god_father.gif","Ballantyne finest (Scotch whiskey)","Amaret","","","","","","","","","3/4","1/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/god_father/index.html","2018/10/11 15:06"
"98","en","TRUE","Saint Andrews","Alcohol","TRUE","Cocktail","whisky","","","short","Cocktail glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_saint_andrews.gif","Ballantyne finest (Scotch whiskey)","Drambui","Orange juice","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/saint_andrews/index.html","2018/10/11 15:06"
"108","en","TRUE","Chocolate highball","Alcohol","TRUE","Cocktail","whisky","","","long","Collins grass","Medium sweet mouth","Brown (amber)","usually","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_highball.gif","Mozart Black","Ballantyne finest (Scotch whiskey)","soda","","","","","","","","15 ml","20 ml","90 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_highball/index.html","2018/10/11 15:06"
"118","en","TRUE","Chocolate fashion","Alcohol","TRUE","Cocktail","whisky","","","short","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Put cubic sugar in a glass, sprinkle with Bitaz, add a little soda or a little water and mash with muddler until sugar dissolves. Add all other ingredients and ice and mix. Decorate oranges, lemon slices, red cherries.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_fashioned.gif","Bourbon Whiskey Gym Beam","Mozart Black","Cube sugar","Angostura Bitters","soda","","","","","","30 ml","15 ml","1 piece","3 dash","a little","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_fashioned/index.html","2018/10/11 15:06"
"128","en","TRUE","Chocolate Manhattan","Alcohol","TRUE","Cocktail","whisky","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Steer","Steer and pour into the glass. Decorate 2 red cherries as sticks.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_manhattan.gif","Canadian Club (Canadian Whiskey)","Mozart Black","Suite Vermouth","Angostura Bitters","","","","","","","30 ml","20 ml","10 ml","1 dash","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_manhattan/index.html","2018/10/11 15:06"
"138","en","TRUE","Dry Manhattan","Alcohol","TRUE","Cocktail","whisky","","","short","Cocktail glass","spicy","Brown (amber)","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_dry_manhattan.gif","Canadian Club (Canadian Whiskey)","Dry vermouth","Aromatic Bidders","","","","","","","","4/5","1/5","1 dash","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/dry_manhattan/index.html","2018/10/11 15:06"
